command_line;score_binary;GetSystemTimeAsFileTime;SetUnhandledExceptionFilter;NtOpenThread;LdrGetDllHandle;LdrGetProcedureAddress;RegOpenKeyExW;RegQueryValueExW;RegCloseKey;GetFileAttributesW;FindFirstFileExW;NtClose;NtOpenKey;NtQueryValueKey;NtAllocateVirtualMemory;SetErrorMode;LdrLoadDll;NtCreateFile;GetVolumePathNameW;NtQueryInformationFile;GetFileType;SetFilePointer;NtReadFile;SetStdHandle;NtWriteFile;GetFileSize;GetSystemWindowsDirectoryW;NtCreateSection;NtMapViewOfSection;CreateProcessInternalW;NtFreeVirtualMemory;NtOpenFile;DeleteFileW;NtQueryDirectoryFile;WriteConsoleW;NtTerminateProcess;LdrUnloadDll;CoInitializeEx;CoInitializeSecurity;GetFileVersionInfoSizeW;GetFileVersionInfoW;RegCreateKeyExW;LoadStringW;GetSystemInfo;CreateThread;CoCreateInstance;NtUnmapViewOfSection;GetSystemDirectoryA;RegOpenKeyExA;RegQueryValueExA;GetSystemDirectoryW;NtCreateMutant;CryptAcquireContextA;RegEnumKeyExA;RegQueryInfoKeyW;RegEnumValueW;GlobalMemoryStatus;CoUninitialize;NtDuplicateObject;NtQueryKey;NtOpenSection;CreateDirectoryW;CreateActCtxW;GetVolumeNameForVolumeMountPointW;RegEnumKeyW;GetFileSizeEx;GetFileInformationByHandleEx;NtOpenProcess;GetNativeSystemInfo;GetVolumePathNamesForVolumeNameW;NtQueryAttributesFile;SetFilePointerEx;NetShareEnum;GetFileInformationByHandle;DeviceIoControl;GetComputerNameW;SendNotifyMessageW;NtResumeThread;GetCursorPos;FindResourceA;SetWindowsHookExA;FindWindowW;FindResourceExW;LoadResource;GetSystemMetrics;GetForegroundWindow;WSAStartup;NtDelayExecution;UnhookWindowsHookEx;socket;bind;ioctlsocket;connect;select;closesocket;SetFileTime;CopyFileA;NtDeviceIoControlFile;setsockopt;send;shutdown;recv;GetTempPathW;NtProtectVirtualMemory;NtQuerySystemInformation;GlobalMemoryStatusEx;NtSetInformationFile;NtCreateThreadEx;CryptAcquireContextW;CreateToolhelp32Snapshot;Process32FirstW;Process32NextW;Thread32First;Thread32Next;Module32FirstW;Module32NextW;GetTimeZoneInformation;WriteConsoleA;SHGetSpecialFolderLocation;listen;getsockname;accept;SetFileInformationByHandle;GetAdaptersAddresses;LookupPrivilegeValueW;LookupAccountSidW;GetComputerNameA;__exception__;SHGetFolderPathW;CopyFileW;SearchPathW;NtEnumerateValueKey;NtOpenMutant;FindResourceW;RegEnumKeyExW;DrawTextExW;RegSetValueExW;GetUserNameExW;InternetCrackUrlW;NtOpenDirectoryObject;CoCreateInstanceEx;CoGetClassObject;IWbemServices_ExecQuery;RegSetValueExA;SizeofResource;CryptDecrypt;CryptGenKey;CryptExportKey;CryptEncrypt;MoveFileWithProgressW;SetFileAttributesW;GetUserNameW;GetDiskFreeSpaceExW;NtEnumerateKey;NtOpenKeyEx;GetKeyState;OleInitialize;FindWindowExW;MessageBoxTimeoutW;GetFileAttributesExW;RemoveDirectoryW;RegOpenKeyExA;RtlAddVectoredExceptionHandler;GetSystemWindowsDirectoryA;OpenSCManagerA;OpenServiceA;RtlRemoveVectoredExceptionHandler;FindResourceExA;GetUserNameExA;GetUserNameA
C:\Windows\system32\lsass.exe;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C:\Users\cuckoo\AppData\Local\Temp\3 (another copy).exe ;2.0;1;1;0;0;8;1;0;1;0;0;240;11;28;91;0;3;305;0;0;227;0;726;0;2877;0;0;0;0;0;131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;8;0;0;0;0;75;0;0;0;0;79;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0
C:\Users\cuckoo\AppData\Local\Temp\3 (another copy).exe ;2.0;2;1;0;2;86;2;0;0;2;1;362;3;6;95;6;12;127;0;0;209;0;172;0;0;0;0;1;1;0;114;0;0;3;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;106;0;0;0;0;223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C:\Windows\system32\lsass.exe;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C:\Users\cuckoo\AppData\Local\Temp\3 .exe ;2.0;1;1;0;0;8;1;0;1;0;0;240;11;28;91;0;3;305;0;0;227;0;726;0;2877;0;0;0;0;0;131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;8;0;0;0;0;75;0;0;0;0;79;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0
C:\Users\cuckoo\AppData\Local\Temp\3.exe ;2.0;2;1;0;2;86;2;0;0;2;1;362;3;6;95;6;12;127;0;0;209;0;172;0;0;0;0;1;1;0;114;0;0;3;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;106;0;0;0;0;223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C:\Windows\system32\lsass.exe;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C:\Users\cuckoo\AppData\Local\Temp\3 (another copy).exe ;2.0;1;1;0;0;8;1;0;1;0;0;240;11;28;91;0;3;305;0;0;227;0;726;0;2877;0;0;0;0;0;131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;8;0;0;0;0;75;0;0;0;0;79;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0
C:\Users\cuckoo\AppData\Local\Temp\3 (another copy).exe ;2.0;2;1;0;2;86;2;0;0;2;1;362;3;6;95;6;12;127;0;0;209;0;172;0;0;0;0;1;1;0;114;0;0;3;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;106;0;0;0;0;223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C:\Windows\system32\lsass.exe;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C:\Users\cuckoo\AppData\Local\Temp\3 (another copy).exe ;2.0;1;1;0;0;8;1;0;1;0;0;240;11;28;91;0;3;305;0;0;227;0;726;0;2877;0;0;0;0;0;131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;8;0;0;0;0;75;0;0;0;0;79;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0
C:\Users\cuckoo\AppData\Local\Temp\3 (another copy).exe ;2.0;2;1;0;2;86;2;0;0;2;1;362;3;6;95;6;12;127;0;0;209;0;172;0;0;0;0;1;1;0;114;0;0;3;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;106;0;0;0;0;223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C:\Windows\system32\lsass.exe;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C:\Users\cuckoo\AppData\Local\Temp\3 (another copy).exe ;2.0;1;1;0;0;8;1;0;1;0;0;240;11;28;91;0;3;305;0;0;227;0;726;0;2877;0;0;0;0;0;131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;8;0;0;0;0;75;0;0;0;0;79;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0
C:\Users\cuckoo\AppData\Local\Temp\3 (another copy).exe ;2.0;2;1;0;2;86;2;0;0;2;1;362;3;6;95;6;12;127;0;0;209;0;172;0;0;0;0;1;1;0;114;0;0;3;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;106;0;0;0;0;223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C:\Windows\system32\lsass.exe;1.8;10;1;0;3;466;11;2;7;0;0;61;7;15;24;0;20;7;0;2;3;0;1;0;2;1;0;2;2;0;5;5;0;0;0;3;1;2;0;0;0;0;0;0;0;1;1;0;2;16;1;0;0;0;2;41;0;2;1;8;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;27;25;345;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2;0;4;2;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0
C:\Users\cuckoo\AppData\Local\Temp\6 (copy).exe ;1.8;0;0;0;0;336;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C:\Windows\system32\lsass.exe;1.8;10;1;0;3;466;11;2;7;0;0;61;7;15;24;0;20;7;0;2;3;0;1;0;2;1;0;2;2;0;5;5;0;0;0;3;1;2;0;0;0;0;0;0;0;1;1;0;2;16;1;0;0;0;2;41;0;2;1;8;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;27;25;345;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2;0;4;2;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0
C:\Users\cuckoo\AppData\Local\Temp\6 (copy).exe ;1.8;0;0;0;0;336;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C:\Windows\system32\lsass.exe;1.8;10;1;0;3;466;11;2;7;0;0;61;7;15;24;0;20;7;0;2;3;0;1;0;2;1;0;2;2;0;5;5;0;0;0;3;1;2;0;0;0;0;0;0;0;1;1;0;2;16;1;0;0;0;2;41;0;2;1;8;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;27;25;345;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2;0;4;2;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0
C:\Users\cuckoo\AppData\Local\Temp\6 (copy).exe ;1.8;0;0;0;0;336;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C:\Windows\system32\lsass.exe;1.8;10;1;0;3;466;11;2;7;0;0;61;7;15;24;0;20;7;0;2;3;0;1;0;2;1;0;2;2;0;5;5;0;0;0;3;1;2;0;0;0;0;0;0;0;1;1;0;2;16;1;0;0;0;2;41;0;2;1;8;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;27;25;345;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2;0;4;2;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0
C:\Users\cuckoo\AppData\Local\Temp\6 (copy).exe ;1.8;0;0;0;0;336;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C:\Windows\system32\lsass.exe;1.8;10;1;0;3;466;11;2;7;0;0;61;7;15;24;0;20;7;0;2;3;0;1;0;2;1;0;2;2;0;5;5;0;0;0;3;1;2;0;0;0;0;0;0;0;1;1;0;2;16;1;0;0;0;2;41;0;2;1;8;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;27;25;345;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2;0;4;2;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0
C:\Users\cuckoo\AppData\Local\Temp\6 (copy).exe ;1.8;0;0;0;0;336;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C:\Windows\system32\lsass.exe;1.8;10;1;0;3;466;11;2;7;0;0;61;7;15;24;0;20;7;0;2;3;0;1;0;2;1;0;2;2;0;5;5;0;0;0;3;1;2;0;0;0;0;0;0;0;1;1;0;2;16;1;0;0;0;2;41;0;2;1;8;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;27;25;345;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2;0;4;2;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0
C:\Users\cuckoo\AppData\Local\Temp\6 (copy).exe ;1.8;0;0;0;0;336;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C:\Windows\system32\lsass.exe;1.8;10;1;0;3;466;11;2;7;0;0;61;7;15;24;0;20;7;0;2;3;0;1;0;2;1;0;2;2;0;5;5;0;0;0;3;1;2;0;0;0;0;0;0;0;1;1;0;2;16;1;0;0;0;2;41;0;2;1;8;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;27;25;345;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2;0;4;2;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0
C:\Users\cuckoo\AppData\Local\Temp\6 (copy).exe ;1.8;0;0;0;0;336;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C:\Windows\system32\lsass.exe;1.8;10;1;0;3;466;11;2;7;0;0;61;7;15;24;0;20;7;0;2;3;0;1;0;2;1;0;2;2;0;5;5;0;0;0;3;1;2;0;0;0;0;0;0;0;1;1;0;2;16;1;0;0;0;2;41;0;2;1;8;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;27;25;345;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2;0;4;2;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0
C:\Users\cuckoo\AppData\Local\Temp\6 (copy).exe ;1.8;0;0;0;0;336;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C:\Windows\system32\lsass.exe;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C:\Users\cuckoo\AppData\Local\Temp\11 (copy).exe ;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
